"Autres","Université Paris-Dauphine","M2 parcours Droit des affaires (214)","Droit, Economie, Gestion","Droit","Avec pas moins de 10 parcours de spécialisation en 2ème année, le Master Droit offre une formation ouverte sur la gestion et l’économie, adaptée à la réalité et aux différents besoins des métiers juridiques, ainsi qu’à la recherche. Le diplôme peut être suivi en formation initiale, en alternance ou en formation continue selon la spécialisation choisie.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Droit des assurances (286)","Droit, Economie, Gestion","Droit","Avec pas moins de 10 parcours de spécialisation en 2ème année, le Master Droit offre une formation ouverte sur la gestion et l’économie, adaptée à la réalité et aux différents besoins des métiers juridiques, ainsi qu’à la recherche. Le diplôme peut être suivi en formation initiale, en alternance ou en formation continue selon la spécialisation choisie.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Droit du patrimoine professionnel (223)","Droit, Economie, Gestion","Droit","Avec pas moins de 10 parcours de spécialisation en 2ème année, le Master Droit offre une formation ouverte sur la gestion et l’économie, adaptée à la réalité et aux différents besoins des métiers juridiques, ainsi qu’à la recherche. Le diplôme peut être suivi en formation initiale, en alternance ou en formation continue selon la spécialisation choisie.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Droit et régulation des marchés (291)","Droit, Economie, Gestion","Droit","Avec pas moins de 10 parcours de spécialisation en 2ème année, le Master Droit offre une formation ouverte sur la gestion et l’économie, adaptée à la réalité et aux différents besoins des métiers juridiques, ainsi qu’à la recherche. Le diplôme peut être suivi en formation initiale, en alternance ou en formation continue selon la spécialisation choisie.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Droit européen et international des affaires (240)","Droit, Economie, Gestion","Droit","Avec pas moins de 10 parcours de spécialisation en 2ème année, le Master Droit offre une formation ouverte sur la gestion et l’économie, adaptée à la réalité et aux différents besoins des métiers juridiques, ainsi qu’à la recherche. Le diplôme peut être suivi en formation initiale, en alternance ou en formation continue selon la spécialisation choisie.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Droit notarial (213)","Droit, Economie, Gestion","Droit","Avec pas moins de 10 parcours de spécialisation en 2ème année, le Master Droit offre une formation ouverte sur la gestion et l’économie, adaptée à la réalité et aux différents besoins des métiers juridiques, ainsi qu’à la recherche. Le diplôme peut être suivi en formation initiale, en alternance ou en formation continue selon la spécialisation choisie.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Fiscalité de l'entreprise (221)","Droit, Economie, Gestion","Droit","Avec pas moins de 10 parcours de spécialisation en 2ème année, le Master Droit offre une formation ouverte sur la gestion et l’économie, adaptée à la réalité et aux différents besoins des métiers juridiques, ainsi qu’à la recherche. Le diplôme peut être suivi en formation initiale, en alternance ou en formation continue selon la spécialisation choisie.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Juriste financier (259)","Droit, Economie, Gestion","Droit","Avec pas moins de 10 parcours de spécialisation en 2ème année, le Master Droit offre une formation ouverte sur la gestion et l’économie, adaptée à la réalité et aux différents besoins des métiers juridiques, ainsi qu’à la recherche. Le diplôme peut être suivi en formation initiale, en alternance ou en formation continue selon la spécialisation choisie.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Juriste financier (259)","Droit, Economie, Gestion","Droit","Avec pas moins de 10 parcours de spécialisation en 2ème année, le Master Droit offre une formation ouverte sur la gestion et l’économie, adaptée à la réalité et aux différents besoins des métiers juridiques, ainsi qu’à la recherche. Le diplôme peut être suivi en formation initiale, en alternance ou en formation continue selon la spécialisation choisie.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Droit fiscal approfondi - notaires (DEP)","Droit, Economie, Gestion","Droit","Avec pas moins de 10 parcours de spécialisation en 2ème année, le Master Droit offre une formation ouverte sur la gestion et l’économie, adaptée à la réalité et aux différents besoins des métiers juridiques, ainsi qu’à la recherche. Le diplôme peut être suivi en formation initiale, en alternance ou en formation continue selon la spécialisation choisie.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/car.html","Non indiqué ","Non indiqué ","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Economie et gestion de la santé en formation initiale","Droit, Economie, Gestion","Economie","Le Master Economie et gestion de la santé permet d’acquérir des connaissances appliquées au domaine de la santé et de la protection sociale. Depuis plus de 40 ans, cette formation portée par une équipe pédagogique active, forme des spécialistes de la gestion et de l’économie des secteurs sanitaires et médico-sociaux français et européens.","Bac+3","Bac+4","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/egs.html","Oui","Non","Philosophie du développement durable","Non indiqué ","Optionnel","2.0","Non indiqué ","Non indiqué ","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Economie et gestion du secteur médico-social (215)","Droit, Economie, Gestion","Economie","Le Master Economie et gestion de la santé permet d’acquérir des connaissances appliquées au domaine de la santé et de la protection sociale. Depuis plus de 40 ans, cette formation portée par une équipe pédagogique active, forme des spécialistes de la gestion et de l’économie des secteurs sanitaires et médico-sociaux français et européens.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/egs.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Evaluation médico-économique et accès au marché (290)","Droit, Economie, Gestion","Economie","Le Master Economie et gestion de la santé permet d’acquérir des connaissances appliquées au domaine de la santé et de la protection sociale. Depuis plus de 40 ans, cette formation portée par une équipe pédagogique active, forme des spécialistes de la gestion et de l’économie des secteurs sanitaires et médico-sociaux français et européens.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/egs.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Expertise économique des questions de santé (107)","Droit, Economie, Gestion","Economie","Le Master Economie et gestion de la santé permet d’acquérir des connaissances appliquées au domaine de la santé et de la protection sociale. Depuis plus de 40 ans, cette formation portée par une équipe pédagogique active, forme des spécialistes de la gestion et de l’économie des secteurs sanitaires et médico-sociaux français et européens.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/egs.html","Non","Non","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M1 Economie et gestion de la santé (DEP)","Droit, Economie, Gestion","Economie","Le Master Economie et gestion de la santé permet d’acquérir des connaissances appliquées au domaine de la santé et de la protection sociale. Depuis plus de 40 ans, cette formation portée par une équipe pédagogique active, forme des spécialistes de la gestion et de l’économie des secteurs sanitaires et médico-sociaux français et européens.","Bac+3","Bac+4","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/egs.html","Non indiqué ","Non indiqué ","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Economie et gestion de la santé publique dans les pays en développement (DEP)","Droit, Economie, Gestion","Economie","Le Master Economie et gestion de la santé permet d’acquérir des connaissances appliquées au domaine de la santé et de la protection sociale. Depuis plus de 40 ans, cette formation portée par une équipe pédagogique active, forme des spécialistes de la gestion et de l’économie des secteurs sanitaires et médico-sociaux français et européens.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/egs.html","Non indiqué ","Non indiqué ","","","","","","","","1.0"
"Autres","Université Paris-Dauphine","M2 parcours Economie et gestion des établissements de santé (DEP)","Droit, Economie, Gestion","Economie","Le Master Economie et gestion de la santé permet d’acquérir des connaissances appliquées au domaine de la santé et de la protection sociale. Depuis plus de 40 ans, cette formation portée par une équipe pédagogique active, forme des spécialistes de la gestion et de l’économie des secteurs sanitaires et médico-sociaux français et européens.","Bac+4","Bac+5","1.0","60.0","https://www.dauphine.fr/fr/formations-et-diplomes/masters/egs.html","Non indiqué ","Non indiqué ","","","","","","","","1.0"
