"","ETABLISSEMENT","","","","","FORMATION","","","","","","","UNITE DE VALEUR (COURS)","","","","","","",""
"Université","Université de Strasbourg","LICENCE - Langues étrangères appliquées EAD","Sciences Humaines et sociales","Langues étrangères appliquées","La licence Langues Etrangères Appliquées est une filière à visée pluridisciplinaire et professionnalisante. Elle a pour objectif de former des diplômés polyvalents dotés de très bonnes compétences plurilingues et pluriculturelles, capables de s'intégrer à une grande diversité de contextes professionnels et culturels. A l'issue de la formation, ces diplômés possèderont une très bonne maîtrise de deux langues vivantes étrangères (anglais et allemand) et du français ; ils feront preuve aussi d'une connaissance et d'une compréhension approfondies des aires géographiques et culturelles associées aux langues étudiées.","Bac+0","Bac+3","3.0","180.0","https://www.unistra.fr/index.php?id=27885&tx_unistrarof_pi1%5Brof-program%5D=ME88&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN23602&cHash=187889cbd583f3a89649d815f457e2cc","Improbable","Improbable","Introduction à l'économie","capitalisme, revenus consommation, argumentation raisonnements économiques, responsabilité sociale et environnementale","Obligatoire","non indiqué","18.0","non indiqué","","1.0"
"Université","Université de Strasbourg","LICENCE - Bilangue espagnol-portugais","Sciences Humaines et sociales"," Langues, littératures et civilisations étrangères et régionales","La licence bi-langue espagnol& portugais propose d'appréhender l'étude des langues et sociétés ibériques par un apprentissage tant linguistique que culturel, littéraire et historique. Elle a donc vocation à ouvrir l'étudiant aux diverses dimensions des espaces culturels espagnol, portugais, hispano-américain et brésilien.","Bac+0","Bac+3","3.0","180.0","https://www.unistra.fr/index.php?id=27885&tx_unistrarof_pi1%5Brof-program%5D=ME87&cHash=c0dd658ee67aa58d53e9150a2db781c5#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","LICENCE - Études allemandes : la germanistique dans une perspective franco-allemande","Sciences Humaines et sociales"," Langues, littératures et civilisations étrangères et régionales","Le département d´études allemandes de l´Université de Strasbourg et le Deutsches Seminar de l´Albert-Ludwigs-Universität Freiburg proposent un parcours intégré « La germanistique dans une perspective franco-allemande ». En cas de réussite les étudiants obtiennent un double diplôme, une licence (Université de Strasbourg) et un Bachelor of Arts (Albert-Ludwigs-Universität Freiburg).","Bac+0","Bac+3","3.0","180.0","https://www.unistra.fr/index.php?id=27885&tx_unistrarof_pi1%5Brof-program%5D=ME87&cHash=c0dd658ee67aa58d53e9150a2db781c5#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","LICENCE - Études allemandes : Langues et cultures des mondes germaniques","Sciences Humaines et sociales"," Langues, littératures et civilisations étrangères et régionales","Ce parcours s'adresse aux étudiant(e)s qui souhaitent acquérir de solides connaissances en langue, linguistique, traduction, littérature et civilisation allemandes. Il s'agira d'étudier la langue allemande dans sa dimension historique et contemporaine, la littérature germanophone depuis le Moyen Age jusqu'à nos jours ainsi que l'histoire politique, économique, sociale et culturelle de l'Allemagne, de l'Autriche et de la Suisse.","Bac+0","Bac+3","3.0","180.0","https://www.unistra.fr/index.php?id=27885&tx_unistrarof_pi1%5Brof-program%5D=ME87&cHash=c0dd658ee67aa58d53e9150a2db781c5#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","LICENCE - Études allemandes: Langues et cultures des mondes germaniques (EAD)","Sciences Humaines et sociales"," Langues, littératures et civilisations étrangères et régionales","Ce parcours, assuré en enseignement à distance, s'adresse aux étudiants (e)s qui souhaitent acquérir de solides connaissances en langue, linguistique, traduction, littérature et civilisation allemandes. Il s'agira d'étudier la langue allemande dans sa dimension historique et contemporaine, la littérature germanophone du moyen-âge jusqu'à nos jours ainsi que l'histoire politique, économique, sociale et culturelle de l'Allemagne, de l'Autriche et de la Suisse.","Bac+0","Bac+3","3.0","180.0","https://www.unistra.fr/index.php?id=27885&tx_unistrarof_pi1%5Brof-program%5D=ME87&cHash=c0dd658ee67aa58d53e9150a2db781c5#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","LICENCE - Études anglophones","Sciences Humaines et sociales"," Langues, littératures et civilisations étrangères et régionales","’objectif principal du parcours licence d’anglais LLCER est de former des spécialistes de la langue anglaise et des cultures anglophones, susceptibles de s’orienter ensuite vers les carrières de l’enseignement, de la recherche, de la traduction, de la communication ou encore de l’édition. Les étudiants seront formés à une pratique réfléchie de la langue écrite et orale, ainsi que de la traduction, afin de parvenir à un haut niveau de compétence linguistique et de communication en anglais.","Bac+0","Bac+3","3.0","180.0","https://www.unistra.fr/index.php?id=27885&tx_unistrarof_pi1%5Brof-program%5D=ME87&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN10922&cHash=59a4b8ff5b112797ebd33aac4f6ee7e5","Improbable","Improbable","Civilisation US","British colonization, origins of the American Revolution, Tocqueville's America","Obligatoire","non indiqué","36.0","non indiqué","","1.0"
"Université","Université de Strasbourg","LICENCE - Études anglophones","Sciences Humaines et sociales"," Langues, littératures et civilisations étrangères et régionales","’objectif principal du parcours licence d’anglais LLCER est de former des spécialistes de la langue anglaise et des cultures anglophones, susceptibles de s’orienter ensuite vers les carrières de l’enseignement, de la recherche, de la traduction, de la communication ou encore de l’édition. Les étudiants seront formés à une pratique réfléchie de la langue écrite et orale, ainsi que de la traduction, afin de parvenir à un haut niveau de compétence linguistique et de communication en anglais.","Bac+0","Bac+3","3.0","180.0","https://www.unistra.fr/index.php?id=27885&tx_unistrarof_pi1%5Brof-program%5D=ME87&tx_unistrarof_pi1%5Brof-course%5D=FRUAI0673021VCOEN11082&cHash=6be3cd416a5a1e7b9344b632e45f488f","Improbable","Improbable","Civilisation GB","economic, imperial and industrial expansion, intellectual change","Obligatoire","non indiqué","36.0","non indiqué","",""
"Université","Université de Strasbourg","LICENCE - Études arabes","Sciences Humaines et sociales"," Langues, littératures et civilisations étrangères et régionales","La Licence d’Arabe propose une ouverture sur une aire culturelle à la fois proche de l’Europe et trop souvent méconnue. Dans la France d’aujourd’hui, de nombreux jeunes, pour des raisons très diverses, ont besoin ou envie d’apprendre à maîtriser à la fois le français et l’arabe, ainsi que le passage d’une langue à l’autre, en éclairant chaque culture à la lumière de l’autre. C’est en travaillant les deux langues qu’on acquiert cette liberté.","Bac+0","Bac+3","3.0","180.0","https://www.unistra.fr/index.php?id=27885&tx_unistrarof_pi1%5Brof-program%5D=ME87&cHash=c0dd658ee67aa58d53e9150a2db781c5#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","LICENCE - Études chinoises","Sciences Humaines et sociales"," Langues, littératures et civilisations étrangères et régionales","La licence LLCER d'études chinoises est une formation proposée aux personnes souhaitant se spécialiser en langue et en civilisation chinoises. Un réel intérêt pour la langue chinoise semble être un prérequis évident, mais un intérêt pour un ou plusieurs autres aspects de la civilisation chinoise (littérature, arts, culture, société, histoire et/ou politique de la Chine ancienne, moderne et/ou contemporaine) est également vivement recommandé.","Bac+0","Bac+3","3.0","180.0","https://www.unistra.fr/index.php?id=27885&tx_unistrarof_pi1%5Brof-program%5D=ME87&cHash=c0dd658ee67aa58d53e9150a2db781c5#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","LICENCE - Études hébraïques","Sciences Humaines et sociales"," Langues, littératures et civilisations étrangères et régionales","Ce parcours propose aux étudiants une formation générale ouvrant sur la diversité culturelle et linguistique du monde hébraïque dans sa profondeur littéraire et historique. Il offre aussi une formation pluridisciplinaire ouverte sur les autres aires culturelles et linguistiques permettant l'établissement de passerelles fructueuses pour les étudiants en sciences humaines.","Bac+0","Bac+3","3.0","180.0","https://www.unistra.fr/index.php?id=27885&tx_unistrarof_pi1%5Brof-program%5D=ME87&cHash=c0dd658ee67aa58d53e9150a2db781c5#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","LICENCE - Études ibériques et ibéro-américaines","Sciences Humaines et sociales"," Langues, littératures et civilisations étrangères et régionales","La licence d'études ibériques et ibéro-américaines propose d'appréhender l'étude des langues et sociétés hispaniques par un apprentissage tant linguistique que culturel, littéraire et historique. Elle a donc vocation à ouvrir l'étudiant aux diverses dimensions des espaces culturels espagnol et hispano-américains.","Bac+0","Bac+3","3.0","180.0","https://www.unistra.fr/index.php?id=27885&tx_unistrarof_pi1%5Brof-program%5D=ME87&cHash=c0dd658ee67aa58d53e9150a2db781c5#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","LICENCE - Études italiennes","Sciences Humaines et sociales"," Langues, littératures et civilisations étrangères et régionales","La Licence d'italien offre une approche littéraire, linguistique, historique civilisationnelle et artistique de l'Italie. Elle s'ouvre à un public provenant de formation et d'horizons divers. Il ne s'agit pas de former uniquement des spécialistes de la langue italienne, mais également de bons connaisseurs de l'Italie, dans une perspective européenne. La formation est donc autant ""italianisante"" que comparatiste, car des options concernant la culture européenne y sont proposées.","Bac+0","Bac+3","3.0","180.0","https://www.unistra.fr/index.php?id=27885&tx_unistrarof_pi1%5Brof-program%5D=ME87&cHash=c0dd658ee67aa58d53e9150a2db781c5#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","LICENCE - Études japonaises","Sciences Humaines et sociales"," Langues, littératures et civilisations étrangères et régionales","Ce parcours LLCER japonais permet d’acquérir différentes compétences requises dans des secteurs pouvant mettre en jeu l’usage et la maîtrise de la langue japonaise, tels que l’enseignement des langues, la traduction, l’interprétariat, le journalisme, le tourisme, les relations internationales, etc. Outre un enseignement méthodique et progressif de la langue japonaise constituant la base de cette formation, les étudiants y bénéficieront d’approches diversifiées de la culture, l’histoire et la société japonaises, le tout constituant un socle solide dans le cadre de leur vie professionnelle future ou de leur poursuite d’études en master.","Bac+0","Bac+3","3.0","180.0","https://www.unistra.fr/index.php?id=27885&tx_unistrarof_pi1%5Brof-program%5D=ME87&cHash=c0dd658ee67aa58d53e9150a2db781c5#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","LICENCE - Études néo-helléniques : langue et culture grecques modernes","Sciences Humaines et sociales"," Langues, littératures et civilisations étrangères et régionales","Cette licence, inscrite dans le domaine des sciences humaines et sociales, constitue une formation complète sur la Grèce moderne. Le cursus ne suppose aucun prérequis linguistique et vise à approfondir la connaissance de la langue grecque et de son histoire. Les aspects de la société, de la littérature et de la civilisation de la Grèce moderne sont également abordés.","Bac+0","Bac+3","3.0","180.0","https://www.unistra.fr/index.php?id=27885&tx_unistrarof_pi1%5Brof-program%5D=ME87&cHash=c0dd658ee67aa58d53e9150a2db781c5#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
